Name,Price,Rating,Img
"Dell Latitude 5500 Laptop - Intel Core i7-8665U, 8 GB RAM, 1 TB HDD, 15.6 Inch FHD, Radeon 540X 2GB dedicated Graphics, Windows 10 Pro - Black","14,999 EGP",No Rate,https://m.media-amazon.com/images/I/61cwvVHyAhL._AC_UL320_.jpg
"Lenovo 81MX004QED ideapad S145-15IGM Laptop - 15.6 Inch HD Screen, Intel Celeron N4000, 1TB HDD, 4 GB RAM, Integrated Intel UHD Graphics 600, Dos - Granite Black","5,555 EGP",No Rate,https://m.media-amazon.com/images/I/41M9Zn+ND-S._AC_UL320_.jpg
"Apple MacBook Pro Late 2019 Model, MVVK2 with Touch Bar and Touch ID Laptop, 9th Gen-Intel Core i9, 2.3 Ghz","54,766 EGP",5.0 out of 5 stars,https://m.media-amazon.com/images/I/71L2iBSyyOL._AC_UL320_.jpg
"Dell Inspiron 5406 2-in-1 Laptop - 11th Generation Intel Core i3-1115G4, 8GB RAM, 256GB SSD, Intel UHD Graphics, 14.0"" HD Touchscreen X360, Backlit Keyboard, Fingerprint Reader, Windows 10 - Dark Grey","10,788 EGP",No Rate,https://m.media-amazon.com/images/I/81csDna2cDL._AC_UL320_.jpg
"HP 15-dy1091wm Laptop - Intel 10th Gen Core i3-1005G1, 8GB RAM , 256 GB PCIe NVMe M.2 SSD , Intel UHD Graphics, 15.6 Inch HD, Windows 10 - Natural silver","8,999 EGP",No Rate,https://m.media-amazon.com/images/I/71zJz3MBhpS._AC_UL320_.jpg
"Asus ZenBook Flip 14 UX463FL-AI014T Laptop, 14 Inch FHD, Intel Core i7-10510U, 1 TB SSD, 16 GB RAM, 2GB NVIDIA GeForce MX250, Windows - Gun Grey",No Price,No Rate,https://m.media-amazon.com/images/I/31fQ74alLbS._AC_UL320_.jpg
"Dell Inspiron G3 3500 Gaming Laptop - Intel Core i5-10300H, 15.6 inches, 512 SSD, 8 GB RAM, NVIDIA GeForce GTX 1650 4GB - Black","14,500 EGP",5.0 out of 5 stars,https://m.media-amazon.com/images/I/61Rz55P1fCS._AC_UL320_.jpg
"Dell Inspiron 15-3501 Laptop - Intel 10th Gen Core i3-1005G1, 4 GBRAM, 1TB HDD, Intel UHD Graphics, 15.6-Inch, Ubuntu","7,190 EGP",No Rate,https://m.media-amazon.com/images/I/61lqaktRqVS._AC_UL320_.jpg
"Asus TUF Gaming A15 FX506LI-HN138T Gaming Laptop, 15.6 Inch FHD, Intel Core i7-10870H, 1.512 TB SSD, 16 GB RAM, 4GB NVIDIA GeForce GTX 1650Ti, Windows - Grey Metal","22,777 EGP",No Rate,https://m.media-amazon.com/images/I/71jGs1i8SlS._AC_UL320_.jpg
"Lenovo ThinkBook 14 G2 Laptops - 11th Intel Core i7-1165G7, 8GB RAM, 1TB HDD, Intel Iris Xe Graphics, 14 Inch FHD (1920x1080) TN 220nits Anti-glare, Fingerprint Reader, Dos - Mineral Grey","12,999 EGP",No Rate,https://m.media-amazon.com/images/I/51D-BswdwKS._AC_UL320_.jpg
"Dell G5 15-5500 Gaming laptop - Intel 10th Gen Core i7-10750H, 16GB, 512GB SSD, Nvidia Geforce GTX 1650 TI 4GB GDDR6 Graphics, 15.6 inch FHD IPS, Backlit Keyboard, Ubuntu - Black","21,950 EGP",1.0 out of 5 stars,https://m.media-amazon.com/images/I/71s1AJLUquS._AC_UL320_.jpg
"Lenovo IdeaPad 3 Laptop - 10th Generation Intel Core i5-1035G1, 8GB RAM, 1TB HDD, Intel UHD Graphics, 14 Inch FHD (1920x1080) 220nits Anti-glare, Fingerprint Reader, Dos - Abyss Blue","10,499 EGP",No Rate,https://m.media-amazon.com/images/I/41wPmHK1y2S._AC_UL320_.jpg
"HP Pavilion 15-ec1010nia Gaming Laptop - Ryzen 7 4800H 8-Cores, 16 GB RAM , 1TB HDD + 256GB SSD, NVIDIA GeForce GTX 1650 Ti 4 GB GDDR6 Graphics , 15.6"" FHD, Backlit Keyboard, Dos - Shadow black","17,899 EGP",No Rate,https://m.media-amazon.com/images/I/71DBBqrA8mL._AC_UL320_.jpg
"Lenovo 81LK00ACED ideapad L340-15IRH Gaming Laptop - 15.6 Inch FHD, Intel Core i7-9750H, 1TB SSD, 16 GB RAM, NVIDIA GeForce GTX 1650 4GB GDDR5, DOS - Granite Black","17,500 EGP",No Rate,https://m.media-amazon.com/images/I/31KRrVZfcpS._AC_UL320_.jpg
"Dell Latitude 3400 Laptop - Intel Core i5-8265U, 8 GB RAM, 1 TB & 128 GB SSD,14 Inch HD, Integrated Intel UHD Graphics - Black","16,461 EGP",No Rate,https://m.media-amazon.com/images/I/61lOcK5BgzL._AC_UL320_.jpg
"HP Envy 15t Laptop - Intel Core i7-6500U, 15.6 Inch Touch, 1TB, 16GB, 4GB GTX 950M, Win 10, Silver","14,000 EGP",No Rate,https://m.media-amazon.com/images/I/71IeSibh9KL._AC_UL320_.jpg
"DELL Latitude 5300 Laptop - Intel Core i5-8365U, 8GBRAM, 256GB PCIe NVMe M.2 SSD, Intel UHD 620 Graphics, 13.3 Inch FHD, backlight Keyboard, Fingerprint Reader, Windows 10 - Black","12,977 EGP",4.0 out of 5 stars,https://m.media-amazon.com/images/I/51t-xMrizwS._AC_UL320_.jpg
"HP Pavilion 15-dk0056wm Gaming laptop - Intel Core i5-9300H, 8 GB RAM, 256GB SSD, NVIDIA GeForce GTX 1650 4GB GDDR6 Graphics, 15.6 inch FHD IPS, backlit keyboard, Windows 10 - Shadow black",No Price,No Rate,https://m.media-amazon.com/images/I/81hd1cDHZ-L._AC_UL320_.jpg
"Lenovo Legion 5 Gaming Laptop - Intel 10th Gen Core i7-10750H, 16GB DDR4-2933, 1TB HDD and 256GB SSD","20,499 EGP",No Rate,https://m.media-amazon.com/images/I/41Q0xdBvnDS._AC_UL320_.jpg
"Dell Inspiron G5 5500 Gaming Laptop - Intel Core i7-10750H, 15.6 inches, 512 SSD, 16 GB RAM, NVIDIA GeForce GTX 1650 4GB - Black","20,850 EGP",5.0 out of 5 stars,https://m.media-amazon.com/images/I/81Z6fkaA-hS._AC_UL320_.jpg
"Dell Latitude 5400 Laptop - Intel Core i5-8265U, 1 TB, 8 GB RAM, 14 Inch, Intel UHD 620 Graphics, Ubuntu - Black","10,599 EGP",No Rate,https://m.media-amazon.com/images/I/51sJHG1cLrL._AC_UL320_.jpg
"2021 New Acer Nitro 5 Gaming Laptop, Intel 6-Core i7-9750H Up to 4.5 GHz, 15.6"" FHD IPS 144Hz Display, NVIDIA GeForce RTX 2060, 16GB DDR4, 1TB NVMe SSD, Backlit Keyboard, Win 10 + Oydisen Cloth","25,500 EGP",No Rate,https://m.media-amazon.com/images/I/71gB3wldVGL._AC_UL320_.jpg
"Asus GA401IV-HE137T Gaming Laptop, AMD Ryzen9-4900HS, 16GB DDR4 RAM","31,999 EGP",No Rate,https://m.media-amazon.com/images/I/41W527s8BuS._AC_UL320_.jpg
"Asus, Vivobook, 15, K513EA-BQ913T, Laptop, Intel Core i3-1115G4, 4GB RAM, 256GB SSD, Intel UHD Graphics, 15.6 FHD, Win10- Transparent Silver","8,899 EGP",No Rate,https://m.media-amazon.com/images/I/31OG71Bsa5L._AC_UL320_.jpg
"Dell Latitude 3410 Laptop - Intel 10th Gen Core i5-10210U, 8GB RAM, 1TB HDD,  Integrated Intel UHD Graphics, 14 HD, Ubuntu","16,981 EGP",No Rate,https://m.media-amazon.com/images/I/61tiMloiutL._AC_UL320_.jpg
"HP OMEN 17-cb1072nr Gaming laptop - i7, 16 GB, 1TB HDD and 512GB SSD, NVIDIA 6 GB","29,729 EGP",No Rate,https://m.media-amazon.com/images/I/51o56zuxCZS._AC_UL320_.jpg
"Lenovo Legion 5-15ARH05H Gaming laptop -  Ryzen 7 4800H 8-Cores, 16GB RAM, 1TB HDD and 512GB SSD, NVIDIA GeForce RTX 2060 6GB GDDR6 Graphics, 15.6 inch   Phantom Black","26,899 EGP",No Rate,https://m.media-amazon.com/images/I/51NUNK6nPOL._AC_UL320_.jpg
"Dell Inspiron G5 5590 Gaming Laptop - Intel Core i7-9750H, 15.6 Inch, 1 TB Plus 256 SSD, 16 GB RAM, NVIDIA GeForce GTX 1660W10 6 GB VGA, Windows - Black","26,775 EGP",No Rate,https://m.media-amazon.com/images/I/51Jz+nfwUWL._AC_UL320_.jpg
GIGABYTE AORUS 15G 15.6 inches FHD 240Hz Intel Core i7-10870H RTX 3080 32GB DDR4 1TB PCIe Win 10 Home Gaming Laptop (AORUS 15G YC-8US2450SH),"56,999 EGP",No Rate,https://m.media-amazon.com/images/I/61uBFgqigGL._AC_UL320_.jpg
"Lenovo ThinkBook 15 G2 Laptop - 11th Intel Core i7-1165G7, 8GB RAM, 1TB HDD, NVIDIA GeForce MX450 2GB GDDR6 Graphics, 15.6 Inch FHD (1920x1080) 220nits Anti-glare, Fingerprint Reader - Mineral Grey","14,666 EGP",No Rate,https://m.media-amazon.com/images/I/51r1OXYtTtS._AC_UL320_.jpg
"HP ENVY 13-ba1047wm Laptop - 11th Intel Core i5-1135G7, 8GB RAM , 256 GB SSD, Intel Iris X Graphics, 13.3"" diagonal FHD IPS BrightView 400 nits, Fingerprint reader, Windows 10 - Natural silver","14,999 EGP",No Rate,https://m.media-amazon.com/images/I/51Ukz74wB0S._AC_UL320_.jpg
"Apple MacBook Air Early 2020 MVH52 Model With Touch ID, 10th Gen-Intel Core i5, 13.3 Inch Retina IPS Display With True Tone, 512GB PCIe SSD, 8GB LPDDR4X, Eng-KB, macOS, Gold, International Version","24,800 EGP",No Rate,https://m.media-amazon.com/images/I/71thf1SYnGL._AC_UL320_.jpg
"DELL VOSTRO 3401 Laptop - Intel 10th Gen Core i3-1005G1, 4 GBRAM , 1TB HDD , Intel UHD Graphics, 14-Inch , Ubuntu",No Price,4.0 out of 5 stars,https://m.media-amazon.com/images/I/71Ca7x7A-NL._AC_UL320_.jpg
"Dell G5 15-5500 Gaming laptop - Intel 10th Gen Core i7-10750H, 16GB, 512GB SSD, Nvidia Geforce RTX 2070 8GB GDDR6 Graphics, 15.6-inch FHD IPS 144 Hz, Backlit Keyboard, Windows 10 - Black","29,499 EGP",No Rate,https://m.media-amazon.com/images/I/41Wh2PKpR5S._AC_UL320_.jpg
"Lenovo Legion 5 Gaming laptop - 10th IntelCore i7-10750H, 16GB RAM, 1TB HDD + 256GB SSD, NVIDIA GeForce GTX 1660 Ti 6GB GDDR6 Graphics, 15.6"" FHD IPS 144Hz, 4-Zone RGB backlit, Dos - Phantom Black",No Price,No Rate,https://m.media-amazon.com/images/I/51jAI+BSRUL._AC_UL320_.jpg
"Lenovo V 130 Laptop Intel Core i3-7020U, 15.6 Inch HD, 4GB, 1TB, DOS, IRON GREY","7,925 EGP",4.5 out of 5 stars,https://m.media-amazon.com/images/I/41AnauvJloS._AC_UL320_.jpg
"Dell Inspiron 5406 2-in-1 Laptop - 11th Generation Intel Core i3-1115G4, 4 GB RAM, 128GB PCIe NVMe M.2 SSD, 14.0-inch","10,299 EGP",No Rate,https://m.media-amazon.com/images/I/51M8ZeTVmAS._AC_UL320_.jpg
"Lenovo IdeaPad L340 Laptop - Ryzen 7 3700U, 8GB RAM , 1TB HDD, Integrated AMD Radeon RX Vega 10 Graphics, 15.6 Inch HD 220nits Anti-glare, Dos - Platinum Grey","9,999 EGP",No Rate,https://m.media-amazon.com/images/I/51ecwVIyJPS._AC_UL320_.jpg
"Lenovo V15 laptop, intel 10th Gen core i5-1035G1, 8 GB RAM, 1 TB HDD, NVIDIA GeForce MX330 2GB GDDR5 Graphic card, 15.6 inch HD, Dos, Iron Grey","10,777 EGP",No Rate,https://m.media-amazon.com/images/I/41V7QEl3ROS._AC_UL320_.jpg
"Dell G5 15-5505 Gaming Laptop - Ryzen 7 4800H 8-core, 16GB RAM , 512GB SSD, AMD RX 5600M 6GB Graphics card, 15.6 Inch FHD IPS 144Hz, 4-Zone RGB Backlit Keyboard, Windows 10 - Silver","20,499 EGP",5.0 out of 5 stars,https://m.media-amazon.com/images/I/61JdEdEZouS._AC_UL320_.jpg
"Acer Predator Helios 300 Gaming Laptop, 15.6 inch Full HD","30,299 EGP",5.0 out of 5 stars,https://m.media-amazon.com/images/I/71meMHGm9oS._AC_UL320_.jpg
"Lenovo ideapad L340-15IRH Gaming Laptop - intel core i5-9300H, 8GB RAM , 256GB SSD, NVIDIA GeForce GTX 1650 4GB GDDR5 Graphics, 15.6 inch FHD IPS, Backlit Keyboard, Windows 10, Black","14,499 EGP",No Rate,https://m.media-amazon.com/images/I/51i17zTidPL._AC_UL320_.jpg
"Dell Inspiron G3 3590 Laptop - Intel Core i7-9750H, 1TB and 256 SSD, 16 GB RAM","19,700 EGP",No Rate,https://m.media-amazon.com/images/I/416d77SHDHS._AC_UL320_.jpg
"Dell Latitude 5500 Laptop - Intel Core i7-8665U, 8 GB RAM, 512GB SSD, 15.6 Inch FHD, Radeon 540X 2GB dedicated Graphics, Ubuntu - Black","14,999 EGP",No Rate,https://m.media-amazon.com/images/I/61cwvVHyAhL._AC_UL320_.jpg
"Lenovo 81LK01A5ED ideapad L340-15IRH Gaming Laptop - Intel Core i7-9750HF, 15.6 Inch FHD, 1TB HDD and 256GB SSD, 16 GB RAM, NVIDIA GeForce GTX 1650 4GB GDDR5, Dos - Granite Black","17,385 EGP",No Rate,https://m.media-amazon.com/images/I/41acsu4pHQS._AC_UL320_.jpg
"Dell G3 15-3500 Gaming Laptop - Intel Core I7-10750H - 16GB RAM - 256GB SSD 1TB HDD - 15.6-inch FHD - 4GB GTX 1650 GPU - Ubuntu - Black , 2725613547954","19,650 EGP",No Rate,https://m.media-amazon.com/images/I/612lqPHkroS._AC_UL320_.jpg
Dell G3 15-3500 Gaming laptop - Nvidia Geforce GTX 1650 Ti 4GB GDDR6 Graphics- Black,"14,395 EGP",No Rate,https://m.media-amazon.com/images/I/71e9g5v-TrL._AC_UL320_.jpg
"Lenovo IdeaPad 3 Laptop - Intel 10th Gen Core i3-1005G1, 8GB RAM, 256GB SSD M.2 PCIe NVMe, Integrated Intel UHD Graphics, 15.6 Inch FHD (1920x1080) IPS 250nits Anti-glare, Windows 10 - Platinum Grey","9,500 EGP",No Rate,https://m.media-amazon.com/images/I/815PzjzCngS._AC_UL320_.jpg
"HP Pavilion 15-ec1011nia Gaming Laptop - Ryzen 7 4800H 8-Cores, 8 GB RAM , 1TB HDD and 256GB SSD, NVIDIA GeForce GTX 1650 Ti 4 GB GDDR6 Graphics, 15.6"" FHD, Backlit Keyboard, Dos - Shadow black","16,299 EGP",No Rate,https://m.media-amazon.com/images/I/71DBBqrA8mL._AC_UL320_.jpg
"Lenovo Legion 5 17IMH05H Gaming Laptop - Intel Core i7-10750H, 16 GB RAM, 1TB HDD and 512 GB SSD","24,999 EGP",No Rate,https://m.media-amazon.com/images/I/51cU1dyqxhL._AC_UL320_.jpg
"HP 15-da2005ne Laptop - Intel 10th Gen Core i7-10510U, 15.6 Inch HD, 1 TB, 8 GB RAM, NVIDIA GeForce MX130 4 GB GDDR5 dedicated, Dos - Jet Black","14,425 EGP",No Rate,https://m.media-amazon.com/images/I/31Cj6PWqMXL._AC_UL320_.jpg
"Acer Aspire 3 A315-56-3366 Laptop, 15.6 Inch HD, Intel Core i3-1005G1, 1 TB HDD, 4 GB RAM, Intel UHD Graphics, Windows - Blue","7,700 EGP",No Rate,https://m.media-amazon.com/images/I/61w7aYRdVrS._AC_UL320_.jpg
"MSI, GE66, Raider, 11UH, Gaming Laptop, Intel Corei7-11800H, 32GB RAM, 1TB SSD, RTX 3080 16GB, 15.6 FHD, Win10, Titanium Blue + 2 years Warranty","66,626 EGP",No Rate,https://m.media-amazon.com/images/I/31K7rYIrzEL._AC_UL320_.jpg
"Lenovo 81Y30046ED Ideapad Laptop, 15.6 Inch HD, Intel Core i5-10210U, 1 TB, 8 GB RAM, NVIDIA GeForce MX130 2GB GDDR5, Dos - Platinum Grey","10,999 EGP",No Rate,https://m.media-amazon.com/images/I/41M8Kbv3NQS._AC_UL320_.jpg
"Lenovo Legion S7 15IMH5 82BC0065ED Gaming Laptop, 15.6 Inch FHD, 1 TB SSD, 16 GB RAM, Intel Core i7-10750H, NVIDIA GeForce RTX 2060 Max-Q 6GB GDDR6, DOS - Slate Grey","29,999 EGP",No Rate,https://m.media-amazon.com/images/I/31XZ2My6qTS._AC_UL320_.jpg
"Dell Inspiron 5584 laptop -Core i7 8th Generation, 15.6 Inch Screen, SSD 128GB HDD 1TB, 8 GB,Windows- Sliver","19,960 EGP",5.0 out of 5 stars,https://m.media-amazon.com/images/I/41F21+TiMXL._AC_UL320_.jpg
"Lenovo ideapad L3 Laptop intel 10th Gen core i5-10210U, 8 GB RAM, 1 TB HDD, Integrated Intel UHD Graphics, 15.6 inch HD, Dos, Platinum Grey","10,499 EGP",No Rate,https://m.media-amazon.com/images/I/51BIjEmuiHL._AC_UL320_.jpg
"HP EliteBook 840 G2 Laptop - Intel i5-5300U, 14 Inch Touch, 500GB, 4GB, Win 8.1, Grey","9,500 EGP",5.0 out of 5 stars,https://m.media-amazon.com/images/I/413BIFehRVL._AC_UL320_.jpg
"Lenovo IdeaPad 3 Laptop - Athlon Silver 3050U, 4GB RAM, 1TB HDD, Integrated AMD Radeon Graphics, 15.6 Inch HD 220nits Anti-glare - Platinum Grey","5,999 EGP",No Rate,https://m.media-amazon.com/images/I/41z0YZoTMWS._AC_UL320_.jpg
"Dell Inspiron 3501 Laptop, 15.6 HD, Intel Core i3-1005G1, 1 TB, 4 GB RAM, Intel UHD Graphics, Ubuntu - Black","7,888 EGP",No Rate,https://m.media-amazon.com/images/I/61yeO-OSs1S._AC_UL320_.jpg
"Lenovo V145 Laptop - AMD A4-9125, 4GB RAM, 1TB, Integrated AMD Radeon R3 Graphics, 15.6 Inch HD , DOS - Black","6,975 EGP",No Rate,https://m.media-amazon.com/images/I/41aFBGddlDS._AC_UL320_.jpg
